Dataset,Model,Attack,K-Ratio,Dynamic,Iteration,Accuracy,ASR,L0,Sparsity,L2,Linf,SSIM,PSNR,LPIPS,Time(s)
cifar10,Robust,Proposed-TopkPGD,0.5,True,3,0.800000011920929,0.20000000298023224,554.2999877929688,0.45869141817092896,0.843460738658905,0.02352944016456604,0.9901901483535767,36.35053253173828,0.0019736227113753557,0.8435838222503662
cifar10,Robust,Proposed-TopkPGD,0.5,True,4,0.6000000238418579,0.4000000059604645,535.5,0.47705078125,1.0914132595062256,0.03137257695198059,0.984074056148529,34.10987091064453,0.0032193611841648817,1.2456941604614258
cifar10,Robust,Proposed-TopkPGD,0.5,True,5,0.6000000238418579,0.4000000059604645,533.2000122070312,0.47929686307907104,1.120195984840393,0.03137257695198059,0.9831573963165283,33.885963439941406,0.003386516822502017,1.6359617710113525
cifar10,Robust,Proposed-TopkPGD,0.5,True,6,0.6000000238418579,0.4000000059604645,532.6000366210938,0.47988277673721313,1.1464203596115112,0.03137257695198059,0.9822791814804077,33.68604278564453,0.00357000227086246,2.027635097503662
cifar10,Robust,Proposed-TopkPGD,0.5,True,7,0.6000000238418579,0.4000000059604645,531.4000244140625,0.4810546636581421,1.152434229850769,0.03137257695198059,0.9820422530174255,33.640865325927734,0.0036202052142471075,2.420269250869751
cifar10,Robust,Proposed-TopkPGD,0.5,True,8,0.6000000238418579,0.4000000059604645,531.2999877929688,0.48115235567092896,1.1619065999984741,0.03137257695198059,0.9817003607749939,33.570030212402344,0.003678448498249054,2.819359540939331
cifar10,Robust,Proposed-TopkPGD,0.5,True,9,0.6000000238418579,0.4000000059604645,529.5,0.48291015625,1.1655105352401733,0.03137257695198059,0.981543779373169,33.54322814941406,0.0036892350763082504,3.222278118133545
cifar10,Robust,Proposed-TopkPGD,0.5,True,10,0.6000000238418579,0.4000000059604645,529.4000244140625,0.4830077886581421,1.1707123517990112,0.03137257695198059,0.9813393354415894,33.504581451416016,0.003692938480526209,3.630635976791382
cifar10,Robust,Sparse-PGD,1.0,False,10,0.5,0.5,1024.0,0.0,1.6259387731552124,0.03137257695198059,0.9654638171195984,30.651453018188477,0.006361174862831831,0.02262425422668457
cifar10,Robust,GreedyFool,1.0,False,10,0.4000000059604645,0.6000000238418579,1023.7999877929688,0.00019532442092895508,1.6447746753692627,0.03137257695198059,0.9648990035057068,30.551464080810547,0.006577898748219013,0.026297330856323242
cifar10,Robust,Proposed-TopkPGD,1.0,True,1,0.800000011920929,0.20000000298023224,1024.0,0.0,0.434535413980484,0.007843166589736938,0.9971254467964172,42.113704681396484,0.00041095292544923723,0.024620532989501953
cifar10,Robust,Proposed-TopkPGD,1.0,True,2,0.800000011920929,0.20000000298023224,1019.0,0.0048828125,0.8255506753921509,0.01568630337715149,0.9901221990585327,36.5389518737793,0.001522011705674231,0.42876553535461426
cifar10,Robust,Proposed-TopkPGD,1.0,True,3,0.6000000238418579,0.4000000059604645,1024.0,0.0,1.196133017539978,0.02352944016456604,0.9803800582885742,33.317100524902344,0.0032742724288254976,0.8331670761108398
cifar10,Robust,Proposed-TopkPGD,1.0,True,4,0.5,0.5,1020.6000366210938,0.0033202767372131348,1.5500471591949463,0.03137257695198059,0.9686060547828674,31.064348220825195,0.0054720318876206875,1.2319555282592773
cifar10,Robust,Proposed-TopkPGD,1.0,True,5,0.5,0.5,1024.0,0.0,1.547863245010376,0.03137257695198059,0.969073474407196,31.076858520507812,0.005678221583366394,1.6223905086517334
cifar10,Robust,Proposed-TopkPGD,1.0,True,6,0.4000000059604645,0.6000000238418579,1021.4000244140625,0.00253903865814209,1.5830131769180298,0.03137257695198059,0.9675148129463196,30.88304328918457,0.0060605197213590145,2.0171120166778564
cifar10,Robust,Proposed-TopkPGD,1.0,True,7,0.4000000059604645,0.6000000238418579,1024.0,0.0,1.5928747653961182,0.03137257695198059,0.9671699404716492,30.829341888427734,0.006257522851228714,2.412386417388916
cifar10,Robust,Proposed-TopkPGD,1.0,True,8,0.4000000059604645,0.6000000238418579,1023.2000122070312,0.0007812380790710449,1.6203022003173828,0.03137257695198059,0.9658971428871155,30.681535720825195,0.006435141898691654,2.8060295581817627
cifar10,Robust,Proposed-TopkPGD,1.0,True,9,0.4000000059604645,0.6000000238418579,1024.0,0.0,1.6277191638946533,0.03137257695198059,0.9656487107276917,30.64182472229004,0.006464076694101095,3.199538469314575
cifar10,Robust,Proposed-TopkPGD,1.0,True,10,0.4000000059604645,0.6000000238418579,1023.7999877929688,0.00019532442092895508,1.6450144052505493,0.03137257695198059,0.964905858039856,30.550220489501953,0.006569674704223871,3.594959259033203
